DESCRICAO,APRESENTACAO,QUANTIDADE,TOTAL_BRUTO,TOTAL_LIQUIDO,PROD_SALDO,VALOR_ULT_COMPRA
DES.AER.REXONA WOMAN SEM PERFUME 90G,,1,13,13,1,"8,569999695"
DESOD AERO REXONA FEM POMELO-VERBENA 90G-150ML,,1,13,"10,39999962",3,"6,489999771"
DESOD AERO SUAVE SPORTFRESH 87G-150ML ,,2,13,13,0,"4,989999771"
H&S SH ANTI COCEIRA 200ML,,1,13,"10,39999962",0,"8,770000458"
SH TRESEMME 400ML HIDRAT PROFUNDA,,1,13,13,1,"8,979999542"
VALVULA P/AP.PRESSAO-UNIDADE-,,1,13,"10,39999962",0,10
INF BICO MAMAD LOLLY ORTO SIL,,2,"12,97999954","12,97999954",5,"6,340000153"
SAB DOVE 90G CREAM BAR BCO,90G,8,"12,80000019","12,48000014",1,"1,690000057"
SH HEAD  SHOUDERS 200ML 3X1,,1,"12,80000019","12,80000019",0,"8,770000458"
SH TRESEMME HIDRAT PROFUNDA 200ML,,2,"12,80000019","12,80000019",1,"5,789999962"
ESPUMA BARBEAR BOZZANO REFRESCANC.MAXIMA 1X190 GR,,1,"12,60000038","12,60000038",3,"11,88000011"
OLEO DE COPAIBA 30 ML,,1,"12,5","12,5",1,"8,25"
TOALHA PAPEL COMPAPEL INTERF BCO 1000UN PAPEL LEAL,,1,"12,5","12,5",0,"9,329999924"
"CLORIDRATO DE NARATRIPTANA 2,5MG 4COMP","2,5mg cx 4 comp rev",1,"12,31999969","9,859999657",3,"5,619999886"
CEPACOL FLUOR SOL 250ML,,1,"12,25","12,25",1,"8,979999542"
CEPACOL SOL.250ML MENTA,,1,"12,25","12,25",5,"10,11999989"
DIPIRONA MONOIDRATADA,500mg/ml sol or fr gt x 20ml,2,"12,10000038","8,479999542",0,"1,705000043"
ABS SYM SECA ,C/AB L16P14,3,"12,09000063","12,09000063",5,"4,292500019"
ABS ALWAYS PROTECAO TOTAL S-ABAS SUAVE 8UN (1-UN),,2,12,12,9,"4,420000076"
BIO-C GOTAS 20ML,200mg/ml fr gts x 20ml,1,12,6,0,"0,100000001"
BLOQUEADOR SOLAR LABIAL LABY MORANGO FPS 30 4.5G,,1,12,12,1,"9,5"
CR DENT PRO S ESC ANT ACUCAR 70G,,3,12,12,-2,"2,688333273"
DESOD REXONA AERO ,105G FEM EXTRA FRESH,1,12,12,0,"9,362000465"
LANCETA C/50 G-TECH--,,1,12,12,2,4
PILHA PANASONIC AA ALKALINE,2 PILHAS AA,4,12,12,9,"3,522000074"
SUNLESS POS SOL CAMOMILA E ALOE VERA 120G ,,1,12,12,1,"4,840000153"
VODOL PREVENT RELAXANTE PO 100G-UN QUIM,,1,12,12,1,"0,050000001"
ADOC FINN STEVIA GTS 65ML,,1,"11,89999962","9,520000458",1,"7,980000019"
CURAT BAND-AID HELLO KITTY C 25,,1,"11,89999962","11,89999962",2,"8,010000229"
"GLAUTIMOL COLIRIO 0,50% 5 ML",0.5% 5 ML,1,"11,69999981","9,359999657",1,"8,460000038"
CHUP OCEANO MASTER SIL CLAS T2 AZ BL5612,,1,"11,60000038","9,279999733",1,"7,75"
LENCOS UMED HUGGIES NAT CARE C48,,1,"11,60000038","11,60000038",0,"7,860000134"
AFRIN AD. 12 HORAS 10 ML       *,12 HS 10 ML,1,"11,5","9,199999809",1,"8,239999771"
ALCOOL 70 1L ITAJA,,1,"11,5","11,5",1,"6,989999771"
ALCOOL 92.8. 1L NEUTRO MEGA QUIMICA,,1,"11,5","11,5",6,"7,690000057"
CHUPETA PREMIUM COL.B.SIL.ORTO KUKA 2801,,1,"11,5","11,5",1,"7,710000038"
ESPARADRAPO IMPERMEAVEL,"10 CM X4,5 M",1,"11,5","11,5",0,"9,979999542"
SAB PALMOLIVE LEITE E PETALAS ROSAS 85G ,,6,"11,39999986","11,39999986",-5,"13,91800022"
FLOXICAM 20 MG.C/15 CAPS. NEO QUIMICA ,PIROXICAM 20 MG.,1,"11,39000034","5,690000057",2,"2,569999933"
DICLORIDRATO DE FLUNARIZINA 10MG 50 COMP,10 mg x 50 cpr,1,"11,22999954","5,610000134",0,"5,050000191"
CHUP CLEAN SILIC CLAS T2 AZ BL ,,2,"11,19999981","11,19999981",7,"3,720000029"
LENCO BABY RECEM NASCIDO 48 UNID,,1,"11,18000031","11,18000031",1,"7,349999905"
INALADOR VICK TUBO 1 UN *,C/12 UNIDADE,1,"11,15999985","8,930000305",1,"93,01000214"
GRAMPO CASTANHO N 5 C/100 (134) (10),,3,"11,10000014","11,10000014",2,"2,460000038"
CR DENT COLG MPA NEUTRACUCAR 70G,,2,11,11,0,"3,450000048"
CURAT BAND-AID STAR WARS C/25UN-OUTROS,,1,11,11,0,"8,010000229"
CHOCALHO TIP AZ BL ,,1,"10,89999962","10,89999962",1,"7,260000229"
TINT BIOCOLOR MINI KIT 1.0 PRETO FUNDAMENTAL ,,1,"10,89999962","8,720000267",2,"6,480000019"
TINT BIOCOLOR MINI KIT 6.7 MARROM NAT IRRESIST,,1,"10,89999962","10,89999962",1,"6,480000019"
DESOD NIVEA AERO ,150ML FEM B W CLEAR,1,"10,84000015","10,84000015",0,"8,619999886"
COMPLEXO B GOTAS 30 ML ARTE NATIVA,,1,"10,80000019","10,80000019",1,"3,589999914"
FERID,5+250ui pom derm bg 10g,1,"10,77000046","5,389999866",0,3
SULFERBEL (SULFATO FERROSO) GOTAS,SULFATO FERROSO BF 30 ML GOTAS,1,"10,60999966","5,309999943",11,"3,167999983"
SH.CLEAR ANTICASPA ANTICOCEIRA 1X200 ML,,1,"10,60000038","10,60000038",1,"8,890000343"
ANEMIFER XAROPE 100 ML (SULFATO FERROSO),XAROPE 100 ML,1,"10,56000042","5,28000021",1,"3,26699996"
SALONPAS EMPLASTO C/4 UNID.PEQUENO,HISAMITSU FARM.C/4 UNID.,3,"10,54999995","10,54999995",14,"2,200000048"
ABSORV BASICO SECA S/ABAS ALWAYS 8UN,,3,"10,5","10,5",-1,"2,377500057"
AGUA OXIG. CREMOSA 20 VLS 90 ML - FARMAX,,7,"10,5","10,5",7,"0,839999974"
AGUA OXIG. CREMOSA 40 VLS 90 ML - FARMAX,,7,"10,5","10,5",2,"12,44999981"
COND SEDA LISO PERFEITO 325ML (1-UN),,1,"10,5","10,5",1,"5,800000191"
COND.SEDA BOMBA ARGAN 1X325 ML,,1,"10,5","10,5",0,"6,5"
SH SEDA LISO EXTREMO 325ML (1-UN),,1,"10,5","10,5",4,"5,260000229"
SH.DOVE THERAPY OLEO E NUTRICAO 1X200 ML,,1,"10,5","10,5",0,"7,090000153"
TALCO GRANADO BEBE 100GR ,,1,"10,5","10,5",1,"7,039999962"
CLORIDRATO DE CICLOBENZAPRINA 10MG 10COMP,10mg cx 10 comp rev,1,"10,47999954","8,380000114",0,"2,849999905"
SH CLEAR ANTI CASPA 200ML ICE CO MENT MEN,,1,"10,40999985","10,40999985",4,"8,890000343"
BARRA CEREAIS MORANGO IOG CHOC BRANCO 12X20G,,1,"10,23999977","10,23999977",1,"7,849999905"
COTONETES JOHNSON CX.C/150,7891010000000,2,"10,19999981","10,19999981",2,"3,40199995"
BICO MAMAD SILIC MALETA C/1 0060/12,,2,10,10,2,"4,809999943"
COLA THREE BOND SUPER 1000,THREE BOND,5,10,10,-4,"22,56999969"
COND SEDA CACHOS DEFINIDOS 325ML (1-UN),,1,10,8,1,"5,269999981"
CR DENT ORAL B 3D WHITE 70G ,,2,10,9,-1,"4,159999847"
PROTETOR SEIOS C/12 UND.JOHNSONS,PROTETOR P/SEIOS DESC.,1,10,10,6,"10,10499954"
SABONETE PALMOLIVE 85GRS (BRANCO) HIDRATACAO INTEN,,5,10,10,-4,"12,22999954"
SABONETE PALMOLIVE 85GRS SEGREDO SEDUTOR TURMALINA,,5,10,10,-4,"12,22999954"
SAL AMARGO 30 GR - FARMAX,,4,10,10,11,"1,409999967"
SAL AMARGO PURO 30G FARMAX - FARMX,,5,10,10,16,"1,679999948"
"SUCO CAMPO LARGO INTEGRAL PET 1,350ML UVA ",,1,10,5,0,"8,210000038"
LEVOTIROXINA SODICA,75mcg cx 30 comp,1,"9,909999847","4,949999809",2,"5,019999981"
ALGODAO DISCO 35G NAO ESTERIL,,3,"9,899999857","9,899999857",3,"2,869999886"
LISTERINE COOL MINT ANTI-SEPTICO BUCAL HORTELA,250 ML,1,"9,899999619","9,899999619",0,"9,369999886"
SACO LIXO ROLO PEG-LIXO PTO 15 LT 39X58 1X80 UNID,,1,"9,899999619","7,920000076",0,"7,320000172"
BALA GENGIBRE E PROPOLI FORTE ARDRAK 50G,,2,"9,800000191","9,800000191",1,"3,220000029"
ZART,50mg cx 30 comp rev,1,"9,770000458","7,820000172",2,"3,829999924"
PAMP LENCOS UMEDECIDOS REG C/48UN,,1,"9,75","9,75",3,"7,210000038"
CEPACAINA PAST. C/12           *,,1,"9,68999958","9,68999958",1,"7,105000019"
COND INF ACQUA KIDS UMIDIFIC CACHOS 250ML ,,1,"9,600000381","9,600000381",0,"6,425000191"
GEL FIXADOR NY.LOOKS 240 GR AZUL,COD.7896235319634,2,"9,600000381","9,600000381",1,"3,99000001"
ALICATE P-CUTIC MERHEJE LILAS ACO INOX + ESPAT ,,1,"9,5","9,5",1,"6,010000229"
COND PANTENE CONTROLE DE QUEDAS 200ML (1-UN),,1,"9,5","9,5",0,"6,282999992"
CHUQUINHA SILIC 50ML AZUL,,1,"9,399999619","9,399999619",1,"6,289999962"
CHUQUINHA SILIC 50ML ROSA,,1,"9,399999619","9,399999619",1,"6,289999962"
MALEATO DE TIMOLOL,"0,50% sol oft fr 5ml",1,"9,329999924","4,659999847",1,"3,75999999"
DESOD AERO MONANGE HIDRAT INVISIVEL 150ML (1-UN),,1,"9,300000191","9,300000191",5,"4,989999771"
SH HEAD  SHOUDERS 200ML MENTHOL,,1,"9,300000191","9,300000191",0,"8,770000458"
ABS ALWAYS BASICO SV C/AB L8P7,,2,9,9,1,"2,375"
ACETONA FARMAX 200ML REMOVEDOR (1-UN),,2,9,9,2,"3,430000067"
CR.DENTAL CLOSE-UP W.ATTRAC.NAT,,2,9,9,2,"3,220000029"
DES. NIVEA PEARL BEAUTY AEROSOL,AEROSOL,1,9,9,0,"7,467999935"
HID.PAIXAO ONLY YOU 200 ML,ONLY YOU 200 ML,2,9,9,7,"4,389999866"
L-DINE SOLU�AO TOPICA DE PVPI,30 ML,9,9,9,82,"2,690000057"
PEDRA HUME ,30 G,9,9,9,0,"2,109999895"
COND SEDA BOMBA NUTRICAO 325ML (1-UN),,1,"8,899999619","7,119999886",1,"6,980000019"
CR PENT SEDA BOOM TRANSICAO 295ML ,,1,"8,899999619","7,119999886",0,"4,389999866"
CR PENT SEDA BOOM VOLUMAO 295ML ,,1,"8,899999619","8,899999619",0,"5,585000038"
SAB DOVE CR LEITE FLOR PEONIA90G,,3,"8,700000286","8,700000286",1,"1,690000057"
ALGODAO BOLAS 50G CREMER ,CX 40PC,4,"8,680000305","8,680000305",13,"2,430000067"
CR.DENTAL COLG TOTAL12 CLEAN MINT 90G,,2,"8,579999924","8,579999924",5,"5,256700039"
DECADRON,COMPRIMIDO,1,"8,5","6,800000191",0,"3,299999952"
PANTENE SH RESTAURACAO 175ML,,1,"8,5","8,5",2,"5,633333206"
SH.SEDA BABOSA OLEOS 1X325 ML,,1,"8,5","8,5",0,"5,260000229"
DESOD. LEITE DE ROSAS,100 ML,3,"8,399999857","8,399999857",31,"2,819999933"
STREPSILS,cart cx 4 past,2,"8,380000114","8,380000114",5,"2,971699953"
"PURAN T4 37,5MCG 30 COMP","37,5mcg x 30cpr",1,"8,340000153","6,670000076",1,"6,099999905"
SABONETE DE ENXOFRE,100 G,1,"8,31000042","8,31000042",3,"2,180000067"
DESOD REXONA ROLL ON 50ML MEN INVISIBLE,,1,"8,229999542","8,229999542",4,"5,795000076"
GEL FIXADOR BOZZANO BRILHO MOLHADO INC. 1X300 GR,,1,"8,079999924","8,079999924",3,"9,989999771"
LEVOTIROXINA SODICA,100mcg cx 30 comp,1,"8,050000191","6,440000057",0,"3,910000086"
CR DENT COLG T12 PROF WHIT 70G,,2,8,8,5,"5,360000134"
FUROSEMIDA,40MG CX 20 COMP,1,"7,989999771","3,99000001",8,"1,678333282"
ABS SYM PROT DIARIO 15UN (1-UN),,2,"7,900000095","7,900000095",1,"11,97999954"
COND.TRESEMME BAIXO POO 1X200 ML,,1,"7,900000095","6,320000172",0,"5,239999771"
DESOD AERO MONANGE ANTI SENSIVEL 150ML ,,1,"7,900000095","7,900000095",0,"5,010000229"
DESOD AERO MONANGE FLOR LAVANDA 150ML ,,1,"7,900000095","7,900000095",3,"4,989999771"
GEL FIXADOR NYLOOKS 3 FORTE FIXACAO,COD.7896235320425 BOLA ROSA,1,"7,900000095","7,900000095",0,"4,936999798"
COPO DESC 180ML TOTALPLAST PS TRANSP 100UN ,,2,"7,800000191","7,800000191",0,"2,305000067"
COPO DESC 200ML TOPFORM PS TRANSP 100UN ,,2,"7,800000191","6,239999771",0,"2,210000038"
ABS PROT D INT DAYS S/AB 15UN C/P CONT ODORES,,2,"7,599999905","7,599999905",2,"2,369999886"
ASPIRADOR NASAL  ROSA 7170,,1,"7,599999905","7,599999905",2,"6,489999771"
SAB PALMOLIVE NUTRICAO E SUAVIDADE 85G,,4,"7,599999905","7,599999905",4,"0,99000001"
SAB PALMOLIVE OLEO NUTRITIVO 85G,,4,"7,599999905","7,599999905",4,"0,99000001"
BICARBONATO SODIO PO FARMAX 80G - FARMX,,5,"7,5","7,5",13,"1,5"
CORTADOR DE UNHA MUNDIAL GR.121,MUNDIAL GR.121,1,"7,5","7,5",1,"54,99000168"
CR.TRAT.SKALA OLEO DE COCO 1X1 KG,,1,"7,5","7,5",1,"4,849999905"
DESOD AERO MONANGE HIDRATACAO 150ML (1-UN),,1,"7,5","7,5",1,"5,010000229"
MANTEIGA DE CACAU BASTAO C/50 ,,3,"7,5","7,5",0,49
SH SEDA SOS CERAMIDAS 325ML (1-UN),,1,"7,5","7,5",3,5
SORO FISIOLOGICO ARBORETO 250ML,,5,"7,5","7,5",-1,"35,99000168"
CLORIDRATO DE METFORMINA 500MG 30 COMP,500mg cx 30 comp,1,"7,400000095","3,700000048",3,"2,450000048"
GRAMPO P/ CABELO N 7 LOIRO FRANJINHA,,1,"7,25","7,25",3,"4,849999905"
ALCOOL 70% 100ML ALMOTOLIA CICLO FARMA,,2,7,7,1,"1,799999952"
BIO PANTOVIT BOLDO 150 ML ART,,7,7,7,9,"6,909999847"
CHUPETA SILIC OCEANO ORTO T1 5214/12,,1,7,7,2,"5,400000095"
CR PENT SEDA 300ML OLEO HIDR,,1,7,7,1,"3,99000001"
DEP DEPI ROLL LENCO BCO 20UN,,2,7,7,15,"3,900000095"
ALGODAO APOLO DISC70G C  ZIPLOCK,,1,"6,900000095","6,900000095",4,"4,619999886"
DESOD AERO SUAVE FRUTAS VERMELHAS 87G-150ML ,,1,"6,900000095","6,900000095",0,"4,765999794"
LEITE MAGNESIA PHIL HORT 120ML,,1,"6,659999847","6,659999847",3,"8,130000114"
ANTISEPT PO POLVILHO BARUEL 100G (1-UN),,1,"6,5","6,5",0,"3,858999968"
CR.BARB.BOZZANO C/ALOE VERA 65 GR.,BOZZANO C/ALOE VERA 65 GR,1,"6,5","6,5",5,"4,650000095"
MORD PVC C/ESTRELAS AZ BL 7041,,1,"6,400000095","6,400000095",3,"4,079999924"
SH TRESEMME SELAGEM CAPILAR 200ML,,1,"6,400000095","6,400000095",1,"4,050000191"
GLICOMET 850MG 30 COMP,850mg x 30cpr,1,"6,289999962","5,03000021",3,"3,190000057"
ABS.SYM SEM ABAS C/8 CENTER-IN VERDE,COD.(7896110002255)ABS.SYM SEM ABAS,2,"6,200000048","6,200000048",23,"2,055000067"
CORTADOR UNHA UNHEX.,CORTADOR UNHA UNHEX.,6,"6,179999828","6,179999828",0,"21,47999954"
ESC.DENT.REACH ANTI/BACT.40 MEDIA LARGA,7891010000000,1,"6,170000076","6,170000076",2,"4,113333225"
CHUPETA ZOO BONA SIL RED T1 ROSA 4811-01-RS,,1,"6,150000095","6,150000095",3,"5,050000191"
BISALAX 5MG 20 DRG,5mg cx 20 drg,1,"6,130000114","3,069999933",0,"3,950000048"
ABS ALWAYS PROTEC TOTAL C-ABAS SUAVE 8UN (1-UN),,1,6,6,1,"4,539000034"
ABS ALWAYS PROTECAO TOTAL S-ABAS SECA 8UN (1-UN),,1,6,6,1,"3,996000051"
ANTISEP PO TENYS PE BARUEL 100G WOMAN,,1,6,6,2,"5,497666836"
DESOD AERO SUAVE JASMIM E COCO 96G-162ML (1-UN),,1,6,6,0,"3,928999901"
DESOD AERO SUAVE LAVDA-ERVA DOCE 95G-160ML (1-UN),,1,6,6,0,"4,578000069"
DESOD SPRAY RASTRO 90ML (1-UN),,1,6,6,0,"3,987999916"
ESPARADRAPO CREMER IMPERMEAVEL,"5 CMX 4,5M ",1,6,5,1,"2,49000001"
GEL FIXADOR NY.LOOKS 240 GR INCOLOR ,COD.7896235319665 INCOLOR,1,6,6,8,"3,99000001"
HAV.TRAD.PRETO 35/36 0090 1 PAR,,1,6,3,0,6
HAV.TRAD.PRETO 39/40 0090 1 PAR,,1,6,3,0,6
HIDR.PAIXAO TENTADORA 1X200 ML,,1,6,6,2,"5,585999966"
SERINGA DESC. C/AGULHA DESCARPACK 10ML,,4,6,6,25,"0,699999988"
VODOL,prevent fr 100g s/perfume,1,6,6,0,"0,050000001"
MALEATO DE ENALAPRIL,10mg cx 30 comp,1,"5,96999979","5,96999979",0,"2,630000114"
LEITE DE ROSAS 170 ML,VD.170 ML,1,"5,920000076","5,920000076",1,"3,970000029"
DESOD SPRAY TRES MARCHAND BLACK 100ML ,,1,"5,900000095","5,900000095",0,"4,046000004"
DESOD REXONA ROLL ON ,50ML FEM BAMBOO,1,"5,789999962","5,789999962",5,"5,644999981"
DES.REXONA SPRAY POWER 90 ML,24 HS.FOR WOMEN,2,"5,599999905","5,599999905",6,"5,741000175"
SAB PROTEX LIMPEZA PROFUNDA ESPINHAS 85G ,,2,"5,599999905","5,599999905",0,"22,5"
DESOD ROLL ON DAVENE CORPO A CORPO NATURAL 50ML (1,,1,"5,5","5,5",0,"3,928999901"
"FITA MICROPOROSA BEGE 2,5 X 4,5 MISSNER",,2,"5,5","5,5",3,"2,319999933"
PREND CH TIP (C/1 UN) AZUL BL 1 UN 7071-01-AZ,,1,"5,5","5,5",1,"4,510000229"
PREND CH TIP (C/1 UN) ROSA BL 1 UN 7071-01-RS,,1,"5,5","5,5",0,"4,46999979"
VASELINA LIQUIDA OLEO 100ML FARMAX,,1,"5,5","5,5",1,"3,450000048"
AMOLECEDOR CUTICULA LIQUIDA FARMAX 100ML,,1,"5,400000095","5,400000095",0,"3,559999943"
AGUA BORICADA 100ML.RIOQUIMICA-,,4,"5,199999809","5,199999809",35,"1,899999976"
DORFLEX  C/10 COMPRIMIDOS,C/10 COMPRIMIDO,1,"5,059999943","5,059999943",3,"3,50666666"
ALCOOL ANTARES ABSOLUTO 50ML,,2,5,5,28,"2,5"
ARDRAK CRIST. DE GENG. LIMAO  SAL PT 12G,,1,5,5,28,"6,389999866"
CR.PENTEAR SKALA 12 EM 1 1X250 GR,,1,5,5,0,"3,369999886"
CR.PENTEAR SKALA OLEO ARGAN 1X250 GR,,1,5,5,0,"3,369999886"
OLEO AMENDOAS 100 ML - FARMAX,,1,5,5,1,"3,49000001"
ADOC ADOCYL LIQ 200ML,,1,"4,949999809","4,949999809",0,"3,230000019"
LIXA P/ UNHA METALICA SANTA CLARA,,1,"4,869999886","4,869999886",2,"3,25"
CR.BARB.BOZZANO PELE SENSIVEL 65 GR,BOZZANO PELE SENSIVEL 65 GR,1,"4,800000191","4,800000191",0,"4,650000095"
CR DENT COLG LUMIN BRILLANT WHITE 50G,,1,"4,5","4,5",2,"3,019999981"
HID.PAIXAO PARIS 200 ML,PARIS 200 ML,1,"4,5","4,5",3,"5,822999954"
ANTISEP PO BARLA ,140G,1,"4,019999981","4,019999981",9,"4,989999771"
CLORETO MAGNESIO P A 500MG C/60 CAPS - LAHAS,,4,4,"3,800000012",4,"16,18000031"
SAB LUX BUQUE DE JASMIM 85G ,,2,4,4,0,13
COPO DESC.ABNT COPOBRAS PP BCO 100X200 ML,,1,"3,900000095","3,900000095",0,"2,869999886"
GEL FIXADOR BEDRAN GREEN POTE 230G ,,1,"3,900000095","3,900000095",0,"2,148999929"
SORO FISIOLOGICO ARBORETO 100ML,,3,"3,899999857","3,899999857",-2,"32,75999832"
CREME PENTEAR SEDA PRETO LUMINOSOS,300ML,1,"3,799999952","3,799999952",6,"5,619999886"
SH.XUXINHA 120 ML TRADICIONAL,BARUEL BABY,1,"3,599999905","3,599999905",1,"4,22300005"
ALGODAO APOLO MULTIUSO 50G,,1,"3,5","3,5",7,"1,879999995"
DES.HERBISSIMO S/PERFUME,S/PERFUME POTE 55 GR,1,"3,5","3,5",2,"2,335000038"
SAB DOVE CREMOSO LEITE DE COCO 90G ,,1,"3,5","3,5",1,"2,246000051"
ABS.SEMPRE LIVRE ADAPT S/ABAS AGENTES NAT.,SUAVE S/ABAS AGENTES NAT.,1,"3,299999952","3,299999952",11,"2,650000095"
PILHA RAYOVAC ALCALINA PEQ.C/2 UNI,PEQUENA AA C/2 ,1,"3,299999952","3,299999952",17,"4,316999912"
GLIBENCLAMIDA,5mg cx 30 comp,1,"3,210000038","3,210000038",1,"1,085000038"
ATADURA DE CREPOM (CREMER),"8 CM X 4,5",2,3,3,9,"10,82999992"
BARRA NUTS NUTRY ORIGINAL ,,1,3,3,0,"27,30999947"
COMPLEXIMED B C/100 CPR REV,,3,3,3,-1,"6,820000172"
CR DENT 4 EM 1 70G,,1,3,3,4,"2,872499943"
VASELINA LIQUIDA AVANTE VD 100ML,,1,"2,700000048","2,700000048",2,"3,450000048"
"PURAN T4 12,5MCG 30 COMP","12,5mcg cx 30 comp",1,"2,670000076","2,670000076",1,"1,99000001"
ABSORV BASICO SUAVE S/ABAS ALWAYS 8UN,,1,"2,5","2,5",3,"2,380000114"
ACETONA 100ML SANFARMA,,1,"2,5","2,5",5,"1,789999962"
CR.DENTAL CLOSE-UP TRIPLE MENTA 1X70 GR,,1,"2,5","2,5",4,"1,769999981"
LENCO UMED HIPOPO BABY REFIL POTE 70UN (1-UN),,1,"2,5","2,5",3,"1,585000038"
SERINGA BD PLAST 20ML S/AG BIC LISO-DIST,,1,"2,5",2,9,"1,103999972"
BARRA CEREAIS BANANA QUINUA CHIA ZERO ,,2,"2,400000095","2,400000095",1,"8,380000114"
COPO DESCARTAVEL ABNT MINAPLAST BCO 100X200 ML,,1,"2,299999952","1,149999976",0,"2,900000095"
ACETONA BLUE,100 ML,1,2,2,12,"1,610000014"
AGUA OXIGENADA CREMOSA 20 VOL 70ML POPY ,,1,2,2,4,"0,939999998"
COLETOR URINA INFANTIL FEM.TAYLOR C/01,,1,2,2,9,"0,889999986"
NECRORGAN,10ml cart c/60 flac x sab abacaxi,2,2,2,1,"20,28000069"
SAB LUX FLOR DE VERBENA  85G ,,1,2,2,0,"4,671999931"
SAB LUX ROSAS FRANCESAS  85G ,,1,2,2,0,"4,671999931"
SABONETE LUX BOTANICALS LAVANDA ,,1,2,2,0,13
ED AME PORTATIL,,1,"1,720000029","1,720000029",8,"1,389999986"
PROCTFIS H POM 20GR,pom bg x 20 gr + 10 apl,1,"0,01","0,01",2,"11,84000015"
